"","VIP","Coefficient"
"NaturHazard",0.538459485769721,-271.662047903699
"discount_rate",0.00138374733594857,-0.698124269326812
"BadMaintenance",0.431846262300165,-217.873847701501
"BadDesign",0.273032412254974,-137.749535884291
"NonCompliance",0.41288603975245,208.308090161434
"dredge_NonPopInvolv",0.303074436540069,-152.906252510418
"dredge_NonDonorsInvolv",0.0581770615753104,29.3513255987608
"check_NonPopInvolv",0.446532667475133,-225.2833910592
"check_NonInstInvolv",0.375045890252943,-189.217085586924
"check_NonDonorsInvolv",0.00508929420848774,-2.56763623559505
"buffer_NonPopInvolv",1.15802167991928,-584.241803511087
"buffer_NonInstInvolv",0.452787172288924,-228.43889603449
"buffer_NonDonorsInvolv",0.267449685223247,-134.932954324477
"current_irrig_area",0.565541411548669,285.325344052653
"TLU_no_buffer",0.431350231354884,217.62359158014
"change_TLU_buffer_perc",0.948157446575283,478.361697544576
"profit_per_TLU",0.162605678459023,-82.0373543012299
"var_CV",0.154271886331592,77.8328132058019
"pipe_blocked_area_lost_perc",1.61888144421809,-816.753460700786
"dredging_study_cost",0.202312220372347,-102.069985866682
"dredging_supervision_cost",0.08350358917285,-42.1289932511413
"dredging_admin_cost",0.126609450275017,63.8766396630669
"dredging_transport_cost",0.108814076890827,-54.8985685091166
"dredging_communication_cost",0.0103460136901033,-5.21974139368241
"dredging_culvert_feasibility_cost",0.0785684498081862,-39.639130778799
"dredging_culvert_supervision_cost",0.101657391674713,-51.2878980438493
"check_location_cost",0.0795078575709409,40.1130781107543
"check_feasibility_cost",0.205392460415766,103.62401981045
"check_topobatymetry_cost",0.070530918731965,35.5840584660983
"check_supervision_cost",0.046760019541227,-23.5912320319291
"check_training_cost",0.070839265259117,-35.7396245787657
"check_communication_cost",0.0841941702744366,-42.477403263888
"check_tech_devices_cost",0.292681193430586,147.662683064432
"check_material_cost",0.0880514256291167,44.4234547619724
"check_rocks_cost",0.185385847822691,93.5303405415611
"check_transport_cost",0.0678044940116905,34.2085304225979
"buffer_communication_cost",0.117383147730423,-59.2218117510641
"buffer_zoning_cost",0.0304540101648187,15.3645705701113
"buffer_adaptation_cost",0.159174690589172,80.3063620619083
"buffer_tech_devices_cost",0.0781707366083002,39.438477646642
"buffer_nursery_cost",0.00862390671353065,4.35090888106319
"buffer_wells_cost",0.110302099571393,55.6493014786579
"buffer_training_cost",0.2700508970014,136.245310290635
"current_annual_fish_value_USD",0.164345477264969,82.9151126452733
"Hazard_reduction_irrigated_area",0.433034803682395,-218.473487218397
"BadMaint_reduction_irrigated_area",0.842825768823931,-425.220059142273
"BadDesign_reduction_irrigated_area",0.429033459897505,-216.454740635419
"Hazard_reduction_fish_perc",0.117719420148024,-59.3914669545346
"maintenance_check_dams",0.102149564753407,-51.5362078053348
"maintenance_buffer_strips",2.41807386682867,-1219.95974814347
"scheme2_area_no_dredging_ha",0.985128388567301,-497.014172020206
"dredging_bump_scheme2_area_perc",0.100816969123141,50.8638904490383
"scheme2_time_until_dredging_benefits_gone_baseline",0.00376538546757218,-1.89970156400021
"check_dams_added_scheme2_area_benefit_time",0.0255523170036933,-12.8915822812275
"scheme2_vegetable_yield_t_ha",0.0744606426791515,-37.566671612309
"scheme2_vegetable_profit_USD_t",0.0674925848003378,-34.051166874633
"scheme2_rice_yield_t_ha",0.00197535877150967,0.996602387727922
"scheme2_rice_profit_USD_t",0.56817239264557,-286.652719150815
"buffer_vegetable_area_ha",0.601682968767374,303.559379681957
"buffer_fruit_area_ha",1.64190378439,828.36862626834
"buffer_rainfed_crop_area_ha",0.243929528965701,123.066632001626
"buffer_vegetable_yield_t_ha",1.66084037569587,837.922461441502
"buffer_fruit_yield_t_ha",1.86141394798327,939.115269522626
"buffer_rainfed_crop_yield_t_ha",0.760097331658111,383.482143376498
"buffer_vegetable_profit_USD_t",1.69483147396264,855.071553638187
"buffer_fruit_profit_USD_t",1.15230912492239,581.359721515631
"buffer_rainfed_crop_profit_USD_t",0.996043430431233,502.520997889327
"proportion_irrigation_scheme_rice",0.669928794113945,-337.990569334091
"irrigation_scheme_rice_yield_t_ha",0.263247047494572,132.812651493639
"irrigation_scheme_rice_profit_USD_t",0.568105786778535,286.619115348265
"irrigation_scheme_vegetable_yield_t_ha",3.80709499232526,1920.74473476971
"irrigation_scheme_vegetable_profit_USD_t",6.69785190686212,3379.18118941267
"baseline_time_until_irrig_area_declines",0.755269633386109,-381.046486778567
"dredging_delay_of_irrig_area_decline",0.12983906234914,65.506034358819
"check_dam_delay_of_irrig_area_decline",0.021614262586656,-10.904766270067
"buffer_strip_delay_of_irrig_area_decline",1.22181819238969,616.428238488736
"baseline_start_losses_to_half_irrig_area_lost",3.08246873363123,-1555.15835621383
"dredging_delay_of_irrig_area_halved",0.121189911899278,61.1423895797177
"check_dam_delay_of_irrig_area_halved",0.00850827344377762,4.29256991277107
"buffer_strip_delay_of_irrig_area_halved",0.0858707246458793,43.3232537057591
"current_risk_of_pipe_blockage",0.486194267098044,245.29334846815
"baseline_time_until_pipes_blocked_every_second_year",0.11326395388057,57.1436077885805
"dredging_delay_of_pipes_blocked_every_second_year",0.293220706209199,147.934876516645
"check_dam_delay_of_pipes_blocked_every_second_year",0.1282045589271,64.6813993423104
"buffer_strip_delay_of_pipes_blocked_every_second_year",0.119092498724078,-60.0842086514709
"current_chance_of_blocked_pipe_cleared",0.040183699718969,-20.2733658640958
"baseline_time_until_chance_cleared_50percent",0.0269742948150904,13.6089944812662
"dredging_delay_of_time_until_chance_cleared_50percent",0.156615287215248,79.0150991529117
